assay_description,canonical_smiles,document_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,SMILES,year
"Antagonist activity at human LXR-alpha transfected in HEK293 cells after 16 hrs by luciferase reporter gene assay in presence of 0.3 uM N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",Cc1ccc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)cc1C,CHEMBL3621179,>,>,IC50,nM,30000.0,IC50,uM,30.0,Cc1ccc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)cc1C,2015
"Antagonist activity at human LXR-alpha transfected in HEK293 cells after 16 hrs by luciferase reporter gene assay in presence of 0.3 uM N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",Cc1cc(C)cc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)c1,CHEMBL3621179,>,>,IC50,nM,30000.0,IC50,uM,30.0,Cc1cc(C)cc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)c1,2015
"Antagonist activity at human LXR-alpha transfected in HEK293 cells after 16 hrs by luciferase reporter gene assay in presence of 0.3 uM N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL3621179,,,IC50,,,IC50,,,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2015
"Antagonist activity at human LXR-alpha transfected in HEK293 cells after 16 hrs by luciferase reporter gene assay in presence of 0.3 uM N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",C=C1c2ccccc2C(=O)N(C)c2ccc(O)cc21,CHEMBL3621179,=,=,IC50,nM,4100.0,IC50,uM,4.1,C=C1c2ccccc2C(=O)N(C)c2ccc(O)cc21,2015
"Antagonist activity at human LXR-alpha transfected in HEK293 cells at 30 uM after 16 hrs by luciferase reporter gene assay in presence of 0.3 uM N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",O=C1c2ccccc2C(=O)N1c1ccc(CCc2ccccc2)cc1,CHEMBL3621179,=,=,Inhibition,%,20.0,INH,%,20.0,O=C1c2ccccc2C(=O)N1c1ccc(CCc2ccccc2)cc1,2015
"Antagonist activity at human LXR-alpha transfected in HEK293 cells at 30 uM after 16 hrs by luciferase reporter gene assay in presence of 0.3 uM N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",COc1ccc(CCc2ccccc2N2C(=O)c3ccccc3C2=O)cc1,CHEMBL3621179,=,=,Inhibition,%,30.0,INH,%,30.0,COc1ccc(CCc2ccccc2N2C(=O)c3ccccc3C2=O)cc1,2015
"Antagonist activity at human LXR-alpha transfected in HEK293 cells at 30 uM after 16 hrs by luciferase reporter gene assay in presence of 0.3 uM N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",O=C1c2ccccc2C(=O)N1c1ccccc1/C=C/c1ccccc1,CHEMBL3621179,=,=,Inhibition,%,40.0,INH,%,40.0,O=C1c2ccccc2C(=O)N1c1ccccc1/C=C/c1ccccc1,2015
"Antagonist activity at human LXR-alpha transfected in HEK293 cells at 30 uM after 16 hrs by luciferase reporter gene assay in presence of 0.3 uM N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",COc1ccc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)cc1,CHEMBL3621179,=,=,Inhibition,%,30.0,INH,%,30.0,COc1ccc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)cc1,2015
"Antagonist activity at human LXR-alpha transfected in HEK293 cells at 30 uM after 16 hrs by luciferase reporter gene assay in presence of 0.3 uM N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",O=C1c2ccccc2C(=O)N1c1ccccc1/C=C/c1ccc(F)cc1,CHEMBL3621179,=,=,Inhibition,%,48.0,INH,%,48.0,O=C1c2ccccc2C(=O)N1c1ccccc1/C=C/c1ccc(F)cc1,2015
"Antagonist activity at human LXR-alpha transfected in HEK293 cells at 30 uM after 16 hrs by luciferase reporter gene assay in presence of 0.3 uM N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",O=C1c2ccccc2C(=O)N1c1ccccc1/C=C/c1ccc(Br)cc1,CHEMBL3621179,=,=,Inhibition,%,21.0,INH,%,21.0,O=C1c2ccccc2C(=O)N1c1ccccc1/C=C/c1ccc(Br)cc1,2015
"Antagonist activity at human LXR-alpha transfected in HEK293 cells at 30 uM after 16 hrs by luciferase reporter gene assay in presence of 0.3 uM N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",Cc1ccc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)cc1,CHEMBL3621179,=,=,Inhibition,%,49.0,INH,%,49.0,Cc1ccc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)cc1,2015
"Antagonist activity at human LXR-alpha transfected in HEK293 cells at 30 uM after 16 hrs by luciferase reporter gene assay in presence of 0.3 uM N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",CCCCc1ccc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)cc1,CHEMBL3621179,=,=,Inhibition,%,38.0,INH,%,38.0,CCCCc1ccc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)cc1,2015
"Antagonist activity at human LXR-alpha transfected in HEK293 cells at 30 uM after 16 hrs by luciferase reporter gene assay in presence of 0.3 uM N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",COc1cc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)cc(OC)c1OC,CHEMBL3621179,=,=,Inhibition,%,44.0,INH,%,44.0,COc1cc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)cc(OC)c1OC,2015
"Antagonist activity at human LXR-alpha transfected in HEK293 cells at 30 uM after 16 hrs by luciferase reporter gene assay in presence of 0.3 uM N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",Cc1ccc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)cc1C,CHEMBL3621179,=,=,Inhibition,%,41.0,INH,%,41.0,Cc1ccc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)cc1C,2015
"Antagonist activity at human LXR-alpha transfected in HEK293 cells at 30 uM after 16 hrs by luciferase reporter gene assay in presence of 0.3 uM N-(4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl)-N-(2,2,2-trifluoroethyl)benzenesulfonamide",Cc1cc(C)cc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)c1,CHEMBL3621179,=,=,Inhibition,%,43.0,INH,%,43.0,Cc1cc(C)cc(/C=C/c2ccccc2N2C(=O)c3ccccc3C2=O)c1,2015
Agonist activity at human LXR-alpha transfected in HEK293 cells after 16 hrs by luciferase reporter gene assay,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL3621179,=,=,EC50,nM,210.0,EC50,uM,0.21,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,2015
Agonist activity at human LXR-alpha transfected in HEK293 cells at 30 uM after 16 hrs by luciferase reporter gene assay,C=C1c2ccccc2C(=O)N(C)c2ccc(O)cc21,CHEMBL3621179,,,Activity,,,Activity,,,C=C1c2ccccc2C(=O)N(C)c2ccc(O)cc21,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]T0901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at room temperature.",CC(C)[C@@H]1c2nc3cc(CO)c(S(C)(=O)=O)cc3n2CCN1c1ncc(C(N)=O)c(C(F)(F)F)n1,CHEMBL3638683,=,=,Ki,nM,987.0,Ki,nM,987.0,CC(C)[C@@H]1c2nc3cc(CO)c(S(C)(=O)=O)cc3n2CCN1c1ncc(C(N)=O)c(C(F)(F)F)n1,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]T0901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at room temperature.",CC(C)[C@@H]1c2nc3cc(CO)c(S(C)(=O)=O)cc3n2CCN1c1ncc(C(=O)N(C)C)c(C(F)(F)F)n1,CHEMBL3638683,=,=,Ki,nM,2130.0,Ki,nM,2130.0,CC(C)[C@@H]1c2nc3cc(CO)c(S(C)(=O)=O)cc3n2CCN1c1ncc(C(=O)N(C)C)c(C(F)(F)F)n1,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]T0901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at room temperature.",CC(O)c1cnc(N2CCn3c(nc4cc(CO)c(S(C)(=O)=O)cc43)[C@H]2C(C)C)nc1C(F)(F)F,CHEMBL3638683,=,=,Ki,nM,74.0,Ki,nM,74.0,CC(O)c1cnc(N2CCn3c(nc4cc(CO)c(S(C)(=O)=O)cc43)[C@H]2C(C)C)nc1C(F)(F)F,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]T0901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at room temperature.",CC(C)[C@H]1c2nc3cc(CO)c(S(C)(=O)=O)cc3n2CCN1c1ncc(C(N)=O)c(C(F)(F)F)n1,CHEMBL3638683,>,>,Ki,nM,3330.0,Ki,nM,3330.0,CC(C)[C@H]1c2nc3cc(CO)c(S(C)(=O)=O)cc3n2CCN1c1ncc(C(N)=O)c(C(F)(F)F)n1,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]TO901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at rt.",CC(C)C1c2nc3ccc(S(C)(=O)=O)cc3n2CCN1c1nccc(C(F)(F)F)n1,CHEMBL3638786,=,=,Ki,nM,1770.0,Ki,nM,1770.0,CC(C)C1c2nc3ccc(S(C)(=O)=O)cc3n2CCN1c1nccc(C(F)(F)F)n1,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]T0901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at room temperature.",CCCC(O)c1cnc(N2CCn3c(nc4cc(CO)c(S(C)(=O)=O)cc43)[C@H]2C(C)C)nc1C(F)(F)F,CHEMBL3638683,=,=,Ki,nM,160.0,Ki,nM,160.0,CCCC(O)c1cnc(N2CCn3c(nc4cc(CO)c(S(C)(=O)=O)cc43)[C@H]2C(C)C)nc1C(F)(F)F,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]T0901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at room temperature.",CC(C)[C@@H]1c2nc3cc(CO)c(S(C)(=O)=O)cc3n2CCN1c1ncc(C(N)=O)c(C(F)(F)F)n1,CHEMBL3638683,>,>,Ki,nM,3330.0,Ki,nM,3330.0,CC(C)[C@@H]1c2nc3cc(CO)c(S(C)(=O)=O)cc3n2CCN1c1ncc(C(N)=O)c(C(F)(F)F)n1,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]T0901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at room temperature.",CC(C)[C@H]1c2nc3cc(CO)c(S(C)(=O)=O)cc3n2CCN1c1ncc(C(N)=O)c(C(F)(F)F)n1,CHEMBL3638683,>,>,Ki,nM,3330.0,Ki,nM,3330.0,CC(C)[C@H]1c2nc3cc(CO)c(S(C)(=O)=O)cc3n2CCN1c1ncc(C(N)=O)c(C(F)(F)F)n1,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]T0901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at room temperature.",CC(=O)c1cnc(N2CCn3c(nc4ccc(S(C)(=O)=O)cc43)[C@@H]2C(C)C)nc1C(F)(F)F,CHEMBL3638683,>,>,Ki,nM,3330.0,Ki,nM,3330.0,CC(=O)c1cnc(N2CCn3c(nc4ccc(S(C)(=O)=O)cc43)[C@@H]2C(C)C)nc1C(F)(F)F,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]T0901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at room temperature.",CC(O)c1cnc(N2CCn3c(nc4ccc(S(C)(=O)=O)cc43)[C@H]2C(C)C)nc1C(F)(F)F,CHEMBL3638683,=,=,Ki,nM,56.0,Ki,nM,56.0,CC(O)c1cnc(N2CCn3c(nc4ccc(S(C)(=O)=O)cc43)[C@H]2C(C)C)nc1C(F)(F)F,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]T0901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at room temperature.",CCC(O)c1cnc(N2CCn3c(nc4cc(CO)c(S(C)(=O)=O)cc43)[C@@H]2C(C)C)nc1C(F)(F)F,CHEMBL3638683,>,>,Ki,nM,3330.0,Ki,nM,3330.0,CCC(O)c1cnc(N2CCn3c(nc4cc(CO)c(S(C)(=O)=O)cc43)[C@@H]2C(C)C)nc1C(F)(F)F,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]TO901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at rt.",CC(C)[C@H]1c2cc3cc(CO)c(S(C)(=O)=O)cc3n2CCN1c1nccc(C(F)(F)F)n1,CHEMBL3638786,>,>,Ki,nM,3330.0,Ki,nM,3330.0,CC(C)[C@H]1c2cc3cc(CO)c(S(C)(=O)=O)cc3n2CCN1c1nccc(C(F)(F)F)n1,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]T0901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at room temperature.",CC(C)[C@@H]1c2nc3ccc(S(C)(=O)=O)cc3n2CCN1c1ncc(C(C)(C)O)c(C(F)(F)F)n1,CHEMBL3638683,=,=,Ki,nM,237.0,Ki,nM,237.0,CC(C)[C@@H]1c2nc3ccc(S(C)(=O)=O)cc3n2CCN1c1ncc(C(C)(C)O)c(C(F)(F)F)n1,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]T0901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at room temperature.",CC(O)c1cnc(N2CCn3c(nc4ccc(S(C)(=O)=O)cc43)[C@H]2C(C)C)nc1C(F)(F)F,CHEMBL3638683,=,=,Ki,nM,198.0,Ki,nM,198.0,CC(O)c1cnc(N2CCn3c(nc4ccc(S(C)(=O)=O)cc43)[C@H]2C(C)C)nc1C(F)(F)F,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]TO901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at rt.",CC(C)[C@@H]1c2nc3cc(CO)c(S(C)(=O)=O)cc3n2CCN1c1nccc(C(F)(F)F)n1,CHEMBL3638786,=,=,Ki,nM,318.0,Ki,nM,318.0,CC(C)[C@@H]1c2nc3cc(CO)c(S(C)(=O)=O)cc3n2CCN1c1nccc(C(F)(F)F)n1,2015
"Radioligand Binding Assay: Compounds of the invention were assessed in a competition binding assay where different concentrations of compounds were incubated with the LXR ligand binding domain (LBD) in the presence of radiolabeled LXR ligand [3H]TO901317. The amount of the LXR-LBD that complexed with [3H]T0901317 was measured by scintillation proximity assay (SPA) employing non-specific binding of LXR-LBD to poly-lysine coated Yttrium silicate beads. Partially purified LXR alpha or beta LBD protein (15-45 nM) was incubated at rt for 30 min with 15 nM [3H]T0901317 (25-40 Ci/mmol) and different concentrations of test compounds in 80 uL of phosphate buffered saline (PBS) buffer containing 2.5% DMSO, 1% glycerol, 2 mM EDTA, 2 mM CHAPS and 5 mM DTT in 96-well plates. Poly-lysine SPA beads (50 ug) were added to each well and the total volume was adjusted to 120 uL. The plates were shaken on an orbital shaker for 20 min and then allowed to settle for 10 more minutes at room temperature.",CCC(O)c1cnc(N2CCn3c(nc4cc(CO)c(S(C)(=O)=O)cc43)[C@@H]2C(C)C)nc1C(F)(F)F,CHEMBL3638683,>,>,Ki,nM,3330.0,Ki,nM,3330.0,CCC(O)c1cnc(N2CCn3c(nc4cc(CO)c(S(C)(=O)=O)cc43)[C@@H]2C(C)C)nc1C(F)(F)F,2015
